year,state,district,age_pop,allage_m,allage_f,age_18_plus,allage_citzenpct,race_pop,race_white,race_black,race_asian,race_hisp,ed_pop,ed_ba,ed_grdeg,age_20_24,age_25_34,age_35_44,age_45_54,age_55_59,age_60_64,age_21_plus,age_65_plus,inc_pop,inc_less_10,inc_10_14,inc_15_24,inc_25_34,inc_35_49,inc_50_74,inc_75_99,inc_100_149,inc_150_199,inc_200_plus
2012,MN,2,673690,331865,341825,500778,48.6,673690,583025,33298,34660,37666,446691,117822,46454,36261,89099,94987,107940,42311,35926,475871,76428,252724,8503,7162,19755,18916,31143,47167,37330,48811,18648,15289
2012,MN,3,677779,331252,346527,514418,48.2,677779,561044,52626,48997,29186,467853,147323,72588,32972,88253,89509,107633,49951,43423,493999,89084,265513,9758,7265,17899,19115,30050,46217,37188,47574,21470,28977
2012,MN,4,678318,331588,346730,515635,50.5,678318,504028,75879,81042,42762,445300,114157,71402,49942,99605,81612,97370,46227,36780,484411,83706,264845,16601,12885,22976,23647,36035,48164,34316,40015,14916,15290
2012,MN,5,683365,338169,345196,536790,58.6,683365,477221,126128,46796,62871,456470,127028,70668,60567,134994,87291,87957,39731,34289,506200,72208,287315,26468,13485,30726,29694,40436,47851,37025,36901,11345,13384
2012,MN,6,676155,342485,333670,498983,48.9,676155,622669,20535,18989,16273,436197,85038,33344,42632,88985,97134,104467,43298,32165,470810,70148,241680,10263,8707,15712,18888,29451,46973,42750,44723,16018,8195
2012,MN,7,660525,330004,330521,504893,63.2,660525,613086,7196,7713,26361,446320,69278,23725,39906,74907,69946,92205,48898,41429,478609,118935,265968,17112,16149,30387,28463,40767,56500,36340,27447,6639,6164
2012,MN,8,661677,334897,326780,518650,45.7,661677,619110,8595,6400,9382,459970,67062,31807,41971,74956,73066,98011,49847,47571,493668,116519,272603,19761,17453,31715,30365,42113,58347,34913,26407,6417,5112
2012,MO,1,739775,349876,389899,569964,61.2,739775,325286,377658,23415,23218,488175,80447,57888,58134,118727,90552,100711,46515,41061,535259,90609,311951,39782,26773,43363,38929,42610,49323,32542,24631,8617,5381
2012,MO,2,758082,364901,393181,587544,49.5,758082,678780,34922,36656,20502,530857,150230,97359,38762,88537,93639,119183,59364,47182,562602,122952,296690,9092,8227,23393,24466,35211,56231,38967,51913,23552,25638
2012,MO,3,754587,375061,379526,573504,54.8,754587,702520,30361,10310,15621,507356,78210,39762,48430,99648,94793,111489,51946,44872,543290,104608,284965,16174,14854,29933,31263,40164,59600,40018,35417,10582,6960
2012,MO,4,755257,379105,376152,582746,63.2,755257,677718,40097,14421,24862,484874,71570,45063,69638,95529,83544,100661,50060,42232,535621,112848,288409,26254,21743,36465,37413,44706,54830,32619,24078,5183,5118
2012,MO,5,753184,365393,387791,575427,58.2,753184,520341,176154,13235,63278,504315,80195,46006,52537,111377,91798,105517,49991,42519,546572,103113,303962,30971,20688,37938,36711,48791,55141,34706,25842,7265,5909
2012,MO,6,755177,374593,380584,572889,50.9,755177,685684,40024,14149,27810,501552,86762,43197,48216,92595,97093,108255,50573,44150,539856,108886,285220,17945,14915,33216,31582,44293,53367,38481,33515,10484,7422
2012,MO,7,756482,371065,385417,579940,61.9,756482,699583,17875,11131,34513,498327,75827,35972,59494,98120,90898,100126,48326,44395,543021,116462,298651,26977,21650,42075,41017,49559,57176,28807,22012,5106,4272
2012,MO,8,749444,373597,375847,576268,60.0,749444,692087,39076,5941,11715,508185,47147,27035,47078,85705,89218,109224,53017,46174,545037,124847,289287,30619,26265,42920,39278,46272,53412,22929,20040,4499,3053
2012,MS,1,750432,360112,390320,563342,57.9,750432,522345,210757,5931,23686,484614,62718,30641,52747,93746,96141,100967,46150,43357,524339,104253,278505,29109,22816,40236,31402,46026,49395,25092,24212,5659,4558
2012,MS,2,726870,345636,381234,536535,63.0,726870,238973,475511,4709,11435,451546,51939,28155,57270,89046,86450,94398,47218,40507,494928,93927,253098,43008,23536,44561,32668,32027,36903,18430,14264,3319,4382
2012,MS,3,752313,366271,386042,567091,70.3,752313,460216,272194,7553,16399,488758,74700,49454,53145,94523,96167,100429,51495,42512,530897,103632,277303,30334,22317,38177,32053,39580,47252,25872,25589,7864,8265
2012,MS,4,755311,370053,385258,570289,64.5,755311,547202,183227,13101,28601,487050,59962,37447,59931,97214,96292,100906,48347,43379,534045,100912,281615,30460,23234,40978,33305,41589,49603,26593,22486,8068,5299
2012,MT,1,1005141,503458,501683,785001,43.2,1005141,896467,8444,11394,31465,686770,138862,63067,71712,123950,114594,141267,78529,69845,740863,158585,408938,30978,26397,54493,48803,61552,77316,47108,41998,10750,9543
2012,NC,1,733833,348997,384836,560477,75.2,733833,287191,405452,13135,56340,472141,56547,31441,61595,90710,85870,96890,48039,42583,519346,108049,279543,42304,24642,44048,36702,39747,43979,22644,18311,4019,3147
2012,NC,10,741547,359748,381799,578710,63.6,741547,609331,95426,12369,43582,513784,75614,41049,47540,85120,101494,109343,54923,46813,550613,116091,290030,26088,23707,39897,35355,44808,52517,28230,25640,7219,6569
2012,NC,11,735269,362807,372462,585685,67.5,735269,666388,29515,8752,39967,524889,72174,40672,40633,75615,89807,102461,54195,52842,555856,149969,294839,29951,24031,43106,39052,43863,55080,31984,18796,5041,3935
2012,NC,12,775088,373408,401680,579210,74.4,775088,291592,405213,42552,112494,477550,84483,30303,75184,132030,105346,99725,41934,33219,536434,65296,283353,33439,24918,42279,36552,48759,46882,24409,16778,5006,4331
2012,NC,13,758057,371711,386346,568379,62.2,758057,568004,137396,20693,63437,511930,133489,61787,36501,92426,114137,117750,52313,45740,541234,89564,283944,13184,12961,23846,26453,37684,53871,36953,44885,18036,16071
2012,NC,2,766976,374825,392151,565004,63.9,766976,559500,141303,31724,90020,498340,88915,49385,48605,106044,108564,103864,42426,40829,537281,96613,282714,19548,15582,33993,31604,40173,56032,35244,30316,10730,9492
2012,NC,3,747569,375293,372276,586873,65.7,747569,560438,146643,14940,52823,477561,70153,35324,80974,103300,87077,94954,45544,44431,541378,102255,284457,23495,17478,34571,35230,49855,52795,32575,26374,6851,5233
2012,NC,4,759828,363218,396610,585083,66.9,759828,416932,261823,48027,80567,478700,110600,84883,76086,131729,105511,92872,39644,34602,540478,74342,295537,24689,16417,28274,37388,44753,54782,31806,33525,11793,12110
2012,NC,5,741095,359798,381297,580335,70.1,741095,611032,95905,13363,64845,501500,85532,44013,54173,82293,97527,109808,50307,46186,542411,115379,298639,25197,25642,41195,37631,44650,50864,30207,26591,8109,8553
2012,NC,6,741006,359766,381240,582540,64.6,741006,577450,122445,17651,45315,517473,94203,46159,46159,82128,101232,111978,57401,45730,553056,119004,295886,21812,17178,35805,37087,45468,52500,34369,33810,8804,9053
2012,NC,7,748939,367550,381389,577541,75.3,748939,555199,138222,7186,69591,515595,81449,39581,42526,86548,101694,106381,53834,47589,549719,119549,287467,25969,17915,35264,31436,42683,52771,38010,30573,6470,6376
2012,NC,8,741884,365403,376481,557051,79.9,741884,514537,146601,9111,65151,490693,54883,24849,45918,84857,106075,102111,49422,42813,526338,105415,270711,27489,19706,37602,32686,40190,50468,30496,23070,4977,4027
2012,NC,9,760982,368523,392459,561183,56.3,760982,599847,107220,32248,60764,509727,162014,76356,34583,99343,126137,115886,44403,38784,537085,85174,284205,13213,6475,20809,23237,33367,52931,39956,45869,19776,28572
2012,ND,1,699628,357591,342037,545530,57.5,699628,626192,13977,8900,16672,457904,89629,38246,62971,98752,77584,92666,46140,41800,506511,100962,290944,19119,14102,28405,30349,43816,55451,38393,37358,11222,12729
2012,NE,1,620321,308989,311332,467535,56.9,620321,563064,21513,16898,49348,394711,74980,39424,51536,82393,73004,81710,37641,35852,436121,84111,242674,15414,12810,25253,25830,37549,49477,32099,29244,8011,6987
2012,NE,2,627439,311075,316364,461268,72.0,627439,500089,73022,21267,67390,403399,100959,51790,41714,100178,83015,84210,37936,31751,437582,66309,242352,14835,11165,27118,24449,33811,45978,31052,33333,11159,9452
2012,NE,3,607765,303035,304730,463920,58.8,607765,571799,8372,7397,62146,408798,57115,25394,39176,66692,66976,84361,46122,38095,438802,106552,248544,13915,16375,29578,31625,40818,52797,31154,22303,5625,4354
2012,NH,1,660114,322399,337715,524793,49.4,660114,619211,14312,17844,18852,461462,97680,56490,42546,73422,86353,109495,49951,43143,492986,99098,260771,11811,10747,22544,24247,32433,50299,37801,40598,17370,12921
2012,NH,2,660604,325889,334715,520903,53.0,660604,622694,10379,18619,21286,458421,104124,59597,42470,74633,82530,110089,51883,44287,490809,94999,258366,11469,11277,23452,21909,34016,45024,38690,42324,16584,13621
2012,NJ,1,730393,353097,377296,561062,45.0,730393,497654,140700,40650,89790,492756,97434,45744,49968,96712,94565,109624,49769,41603,531723,100483,267624,18925,11711,24644,22584,31695,47989,35937,43893,17636,12610
2012,NJ,10,720703,345096,375607,553823,48.3,720703,211527,401061,57023,123849,477448,79437,45411,54303,104024,101300,105905,44096,39034,520810,83089,264277,30519,19143,31734,28237,33839,42293,28189,29074,11781,9468
2012,NJ,11,730671,351116,379555,571986,36.0,730671,608365,34524,74378,66378,517272,155214,102685,36528,77517,93557,123290,55269,47981,546767,119658,265620,6457,5772,14130,14015,23163,38058,35737,56008,30527,41753
2012,NJ,12,743701,362967,380734,575803,51.6,743701,434762,140844,118251,114899,504177,119030,94450,48689,94946,108415,113826,46296,40745,540943,99949,259128,14198,7558,18721,20250,23000,42777,33026,47806,23557,28235
2012,NJ,2,734730,359814,374916,572068,55.0,734730,543406,107252,30984,112331,506515,79148,40246,47594,83730,91768,111173,52101,48148,544196,119595,267827,17632,13046,28792,25499,34983,49666,34434,38682,15760,9333
2012,NJ,3,741972,359788,382184,580444,37.4,741972,603920,88721,31612,49560,519772,109775,53721,43395,81033,92875,119202,49759,46948,554270,129955,280665,11085,10619,21017,22023,35013,50103,40956,48413,23221,18215
2012,NJ,4,731763,357070,374693,550992,43.8,731763,630991,50984,31407,78265,493714,115947,68540,39940,77329,89366,111624,47739,45344,524893,122312,270053,10359,7555,22172,23289,29025,44331,35155,46818,25635,25714
2012,NJ,5,742297,359753,382544,575181,36.8,742297,584716,40709,77242,94031,517582,145243,91932,39212,76385,97320,124238,61531,46613,549243,111495,265617,9310,7493,14397,17745,24075,38275,35458,54349,29616,34899
2012,NJ,6,740331,367102,373229,576534,52.2,740331,491296,80260,142762,149886,496251,113695,72844,57351,105501,97864,109747,49701,42489,539134,90949,257221,14283,10522,17608,20096,26841,42274,35989,45001,24769,19838
2012,NJ,7,744206,366879,377327,563714,40.0,744206,598904,34910,73523,88762,509889,145395,107870,36094,71190,103365,134303,55623,44128,539768,101280,265422,6800,5173,14181,15756,22977,36542,33210,51864,34183,44736
2012,NJ,8,757415,375929,381486,586027,58.9,757415,425471,91465,68589,414145,512403,94328,54749,56347,154495,117388,98222,36358,31882,558180,74058,272812,23794,15912,29132,27780,34567,45749,30377,33438,16761,15302
2012,NJ,9,746408,362825,383583,570218,48.9,746408,480663,106261,97742,259503,501573,104963,54382,50166,105704,110782,106615,43873,37108,542289,97491,262533,22944,13749,24163,24348,26958,44335,31008,39677,19364,15987
2012,NM,1,693772,341657,352115,535222,67.2,693772,478973,25685,21401,341296,463621,78655,64819,52891,99129,84331,96234,45933,44433,508090,93561,271264,25485,16793,32565,33697,36189,47490,31090,29101,10486,8368
2012,NM,2,697941,351562,346379,518651,64.4,697941,560674,17260,6980,364487,442809,54479,33778,50026,89209,79722,85790,45472,39421,481661,103195,243579,26626,17915,36286,30380,36077,39012,26005,21059,6521,3698
2012,NM,3,693825,341658,352167,515817,65.1,693825,460206,15730,11694,273941,453900,69418,54139,40636,86541,84065,94586,46637,44569,485699,97502,250153,27145,17103,28914,28363,34228,41967,27518,26610,11145,7160
2012,NV,1,671913,346038,325875,512449,64.2,671913,410479,76108,59003,298794,443314,41040,20899,50798,94705,98901,89550,42862,35536,484013,81760,241160,23375,18135,38433,34662,41832,41072,20222,16010,4191,3228
2012,NV,2,687019,349241,337778,527024,59.9,687019,571775,18850,35141,146737,461039,71351,39292,48479,89281,84524,98159,48420,42689,501341,97966,260241,19299,15002,28912,26286,37270,49927,32533,34303,9045,7664
2012,NV,3,709730,348351,361379,548883,42.2,709730,495013,63104,111350,118095,492793,102489,47456,42993,112137,105932,98436,42817,38403,526700,95068,265265,10381,6520,20095,27344,38320,60291,39330,34739,14540,13705
2012,NV,4,690269,348234,342035,506153,58.3,690269,444936,109236,52131,188425,443496,57966,31304,45861,97881,91182,89470,43661,36610,478828,84692,239939,14726,11585,27458,27632,38176,48884,29648,27897,7539,6394
2012,NY,1,723680,367585,356095,561521,56.7,723680,639937,41256,29638,91624,494635,90506,76782,46715,80367,96219,117518,48226,42856,531709,109449,245445,10199,6365,15764,14053,21018,35876,36788,53046,27318,25018
2012,NY,10,723234,352058,371176,586433,49.0,723234,521013,34693,131404,89424,518646,151645,149128,51353,143757,105141,88618,42267,42266,559195,96597,311400,23427,14604,26827,22882,26687,46030,28639,43335,25834,53135
2012,NY,11,729998,349979,380019,566475,33.7,729998,522029,61567,102150,113786,499658,96574,61784,49914,100060,99400,105762,44445,44425,540096,105566,259230,20899,13201,23895,18748,27607,44529,35982,43006,18756,12607
2012,NY,12,705637,333883,371754,630438,53.8,705637,538578,39135,95403,85282,561658,216471,178105,54492,194526,107338,86738,38748,35017,608678,99291,368762,27734,14311,23439,19578,29718,51929,45317,57452,29678,69606
2012,NY,13,757166,355212,401954,593911,53.1,757166,198271,257333,43328,413246,509096,83704,58146,64004,138261,106054,96467,44847,36757,561794,86710,271286,45657,24022,37910,28578,34921,43877,23801,19118,6588,6814
2012,NY,14,725501,367529,357972,577336,54.0,725501,335671,81989,125043,349111,501651,81688,38552,59726,132658,106138,98340,43033,33690,549244,87792,245148,19117,12670,32485,25851,36534,44172,28724,29484,9901,6210
2012,NY,15,724874,340022,384852,513306,62.2,724874,108969,248096,17338,481045,421619,36738,13046,67199,108748,95190,93147,36700,27006,472443,60828,239061,54865,28757,41396,27187,31257,29869,12883,10136,2149,562
2012,NY,16,728126,341381,386745,558343,44.2,728126,346471,250022,41303,172153,490264,100711,86914,47479,87575,93324,108548,47833,38602,527052,114382,262649,21796,11465,27511,22729,30025,40340,30545,34813,16034,27391
2012,NY,17,732626,358184,374442,550627,50.1,732626,515449,89908,46861,151679,484489,113261,98085,44527,83012,97031,106736,52203,39687,519720,105820,240995,9815,8584,16862,15998,23758,33169,30802,41486,25543,34978
2012,NY,18,717264,352917,364347,541883,45.2,717264,570230,75605,28590,109466,468930,91487,68921,48925,74577,92873,117452,48675,42412,506124,92941,245554,11138,10809,18905,19212,23855,38063,33681,44714,21357,23820
2012,NY,19,712305,357241,355064,571933,41.1,712305,636541,47040,14410,47706,496692,71528,62293,50027,71128,82901,115787,54281,52212,535016,120383,272355,15884,13739,33023,24759,35820,52632,37190,38147,11442,9719
2012,NY,2,723128,346085,377043,554445,53.8,723128,557512,74773,27056,159491,489220,81947,57377,44828,87044,100666,116817,47603,38210,525087,98880,229240,7213,6286,11969,13667,24390,38337,32477,50303,25682,18916
2012,NY,20,723814,349172,374642,576370,44.1,723814,590036,77154,36072,42025,489090,93865,77517,60057,93531,87801,104914,52155,43717,535131,106972,284227,19264,14323,28649,24215,34301,55405,38969,41739,16146,11216
2012,NY,21,720703,368699,352004,566992,44.7,720703,665300,28879,9802,20953,491343,62188,47942,54124,91076,88434,108533,48352,45585,532885,109363,283517,19602,15637,32306,32615,41381,58829,35658,32962,9002,5525
2012,NY,22,713911,352774,361137,562629,47.0,713911,646056,34719,19654,23633,482802,66587,47974,55642,83648,78668,106546,51451,45215,525029,117274,277524,21834,17799,34698,30664,42284,53677,32723,28938,8974,5933
2012,NY,23,717153,357264,359889,566896,63.2,717153,659543,25818,18250,25458,477013,57224,58586,60517,83224,79065,102224,50759,47898,521684,113843,282016,21752,18379,36163,32051,42753,57221,30292,29161,7924,6320
2012,NY,24,712871,348701,364170,556440,48.4,712871,608489,69042,20254,27795,478234,78232,55543,52589,83776,84317,109477,51484,42667,517937,106513,281238,22636,14793,31255,28771,39707,55930,34481,35513,10550,7602
2012,NY,25,722261,348653,373608,565727,48.1,722261,545767,124113,29397,56877,482939,93058,75536,58114,94278,85589,105000,50416,40848,528214,106808,288507,25109,16250,31205,30716,39907,52513,34855,36064,12523,9365
2012,NY,26,712523,343144,369379,564731,48.0,712523,520746,139563,28190,40673,482223,77693,62791,59684,98230,79026,100870,51900,38047,528253,114150,301529,32293,20954,40168,34375,40871,52393,34405,32044,8122,5904
2012,NY,27,719387,355913,363474,568270,36.2,719387,673383,22656,8533,17922,503442,81976,61942,45383,74831,87575,119547,57101,50023,538283,114365,283279,13893,13186,27454,27482,36837,60369,39250,42196,14274,8338
2012,NY,3,714718,340840,373878,557177,32.9,714718,553180,27492,104525,73595,500903,135755,114666,38618,70839,84012,117319,54990,46911,529762,126832,249397,8229,5654,15294,13989,21960,32819,29653,47215,29701,44883
2012,NY,4,724357,351896,372461,562197,43.8,724357,494665,110928,50864,136359,495533,105723,83817,47373,81378,92140,115310,48683,46572,534352,111450,237444,8366,5347,15103,15950,22339,34524,28674,50610,25722,30809
2012,NY,5,756219,358206,398013,575229,39.5,756219,137813,398133,110694,144918,494558,78638,36359,60685,103131,99182,114621,46863,41746,543515,89015,220905,16829,9310,20805,21203,27287,38962,29072,35626,13362,8449
2012,NY,6,724352,351504,372848,588828,41.9,724352,356557,32949,280071,145618,532750,117177,73730,41876,112674,107120,103385,53941,45518,566430,110112,270187,21715,11808,30174,23878,31931,52707,33486,37124,16933,10431
2012,NY,7,751575,374863,376712,571187,58.2,751575,373501,92796,149530,328650,488510,85667,51559,63515,148841,109357,90248,34678,34023,541591,71363,246905,33493,19653,32107,25318,28729,36782,22996,25959,9234,12634
2012,NY,8,722663,327926,394737,557620,37.5,722663,213991,418972,37050,126183,480726,82529,51079,59384,112488,96063,96034,44490,41785,528095,89866,269936,38722,20464,29875,25085,35027,44515,25606,30408,11201,9033
2012,NY,9,730215,334241,395974,562307,41.3,730215,237698,396444,49409,79014,493137,98802,64214,52333,121416,96631,94097,43777,44320,534649,92896,271186,29870,19372,29617,26946,35433,47044,30143,31332,10672,10757
2012,OH,1,731181,354575,376606,550090,56.2,731181,529661,166814,24233,21607,474322,92567,56050,52821,96604,92775,106484,46266,41346,514475,90847,281302,29592,15351,33290,26770,35460,47298,31027,33883,15377,13254
2012,OH,10,721777,348572,373205,561143,58.1,721777,558739,135607,19576,17557,483564,76077,54344,55190,92040,82222,101432,48499,46295,526867,113076,293297,27575,18894,39361,31905,46002,51880,30555,29207,9779,8139
2012,OH,11,698259,327357,370902,538237,44.7,698259,282526,389823,15902,26823,463150,68444,50922,52455,90445,78417,98683,50931,43451,503405,101223,293130,53747,25754,43787,34182,36896,42321,21383,19847,5884,9329
2012,OH,12,738859,365520,373339,561410,41.1,738859,657548,42319,30798,13811,496587,117415,72098,46881,93125,100860,111611,50258,45566,534226,95167,282130,14683,13643,25343,24037,34103,52195,38327,44005,18754,17040
2012,OH,13,716143,348830,367313,568846,52.3,716143,603418,93094,10648,21315,490917,66341,29833,55009,87363,84324,103567,54448,44301,532117,116914,296820,29220,21791,43113,36108,47788,57399,29182,23596,4912,3711
2012,OH,14,720576,353380,367196,556294,38.0,720576,658312,37119,19251,17496,505103,99145,62666,34786,73470,90163,113630,55462,51038,532922,121340,284565,12368,14472,31394,27399,37996,52966,38548,40601,14372,14449
2012,OH,15,726053,366560,359493,558071,53.6,726053,662311,35596,20664,11963,479628,87839,49161,55659,96653,94507,103319,49518,38734,523627,96897,268659,18198,15331,26653,27525,36189,55811,36310,33594,9851,9197
2012,OH,16,722292,352134,370158,561640,33.2,722292,677111,20850,16367,14075,504982,99541,58111,39623,76470,87618,108315,53991,50973,536901,127615,284940,12788,10963,25885,28762,43105,56674,42921,40881,11807,11154
2012,OH,2,713709,347811,365898,547644,51.2,713709,625643,70222,10970,10822,489560,83999,53634,41898,91514,87947,105799,52420,46351,524261,105529,288474,22542,18077,35960,31345,40696,52997,31773,32216,11095,11773
2012,OH,3,733584,356621,376963,553672,59.8,733584,423442,259210,26460,49806,463821,80773,39206,64373,125785,99850,91723,42032,34929,515920,69502,287988,33117,20856,39412,34172,46035,52538,28038,20826,7689,5305
2012,OH,4,718059,357824,360235,549239,44.6,718059,654687,46783,7661,23518,484881,47357,29140,46726,83032,89184,105125,52135,44685,521316,110720,276341,19180,16756,34482,34468,43798,56356,33076,27962,6369,3894
2012,OH,5,726090,355906,370184,558881,47.4,726090,670994,27234,11734,31370,484649,71463,43406,52713,85374,85756,101656,54968,43896,526455,112999,288749,19535,13601,33853,34669,43178,56638,37347,33390,9168,7370
2012,OH,6,716828,354073,362755,564582,60.2,716828,684594,22522,2840,5847,503546,51895,25465,43533,80491,86870,105614,53615,50352,538130,126604,283530,24694,20019,38665,33766,46354,53933,32514,23105,5360,5120
2012,OH,7,726927,356793,370134,556317,36.5,726927,677351,38223,5529,13198,494639,60272,28896,44097,82385,91573,103876,51430,48785,530473,116590,278332,16234,16277,32517,32734,47742,58890,34138,29210,5799,4791
2012,OH,8,724285,355728,368557,547637,51.4,724285,645416,52279,14869,21968,476499,72693,33276,49272,83117,90966,104439,49801,44760,513423,103416,272956,19598,14605,33285,27995,41548,53959,33791,30390,11370,6415
2012,OH,9,709603,340950,368653,550597,42.2,709603,535269,133797,12866,73100,474868,64926,34357,53102,92333,86067,106049,50717,40573,516775,99129,293459,35311,24060,41404,37362,41514,50834,29610,21579,6093,5692
2012,OK,1,764074,372308,391766,570775,69.3,764074,559721,81692,20656,78572,499740,96537,46661,51824,106867,98957,101649,50525,42110,540573,99632,298956,21714,17032,36652,33553,44280,57880,34111,31376,11589,10769
2012,OK,2,748575,373506,375069,568742,63.8,748575,505388,35246,4869,34026,499464,56671,27573,47819,87052,88547,101855,50223,45409,536110,126378,285910,30764,25552,44952,34302,45445,49788,27283,20277,4073,3474
2012,OK,3,759066,382012,377054,576811,72.1,759066,607446,36432,12784,66214,494744,69914,34050,57744,97690,87911,102532,51728,42483,540298,112400,282637,21447,18326,33883,32859,44007,55488,33798,27051,8076,7702
2012,OK,4,771753,384976,386777,585814,52.2,771753,599414,64323,23338,61362,493703,75425,38952,66873,107184,97496,99937,48152,40671,548234,100263,282589,21121,16391,32128,32073,43294,55194,34882,32257,8790,6459
2012,OK,5,771352,377005,394347,576394,73.0,771352,533643,121497,27199,116125,499805,95383,50141,56445,118059,94497,100569,48741,40605,545042,97334,296575,28516,18979,38192,37063,44666,50953,32445,26420,8946,10395
2012,OR,1,789881,390610,399271,600403,56.6,789881,633927,18723,70222,111741,533325,126434,73591,48404,116979,114732,108504,52372,44701,572366,96037,298531,17628,12701,27203,27582,38575,56180,39612,48094,16244,14712
2012,OR,2,774864,385163,389701,601907,69.4,774864,698808,7025,13497,98876,533737,73739,46880,49010,88568,89902,102695,60450,53020,571095,139102,305889,25973,20499,42078,35269,50769,58540,35260,25397,5571,6533
2012,OR,3,788710,392104,396606,625194,54.8,788710,633015,52860,61804,84426,553614,123011,79658,53062,137480,122148,104967,55344,44778,596369,88897,308787,24701,16863,33347,30640,42558,55526,38834,43267,12320,10731
2012,OR,4,769897,381686,388211,619858,54.9,769897,691917,10941,25432,55528,528613,78158,50488,67313,93329,83164,99859,52854,60497,580941,138910,310162,33043,20272,45478,37427,45757,55131,33908,26452,7609,5085
2012,OR,5,776001,383226,392775,591245,64.9,776001,663924,11020,28797,123584,522483,95788,51707,48504,96601,95264,105834,54831,51206,560649,118747,293588,21831,15318,30646,29417,43306,58869,35754,36821,11994,9632
2012,PA,1,710941,339295,371646,541476,49.9,710941,343674,262138,53795,111727,461923,63116,46322,60749,123439,91025,91222,42983,36061,508627,77193,261325,33906,22037,37323,31418,33607,41287,25085,22295,6756,7611
2012,PA,10,707613,351984,355629,561192,40.3,707613,663499,27178,7934,27059,494035,61212,35941,47342,76782,85070,107518,54192,46903,528225,123570,270850,17616,16255,33182,32651,41060,53413,35842,28898,6874,5059
2012,PA,11,702158,344032,358126,563110,46.6,702158,629296,42073,14803,32803,494374,67819,42428,48509,79233,85290,109450,52134,47644,531702,120623,281829,18748,15958,35142,31219,42408,56186,35617,30130,9941,6480
2012,PA,12,700573,343797,356776,555209,35.0,700573,653910,29553,11840,9489,503077,93736,57595,37444,74974,81393,109001,56281,47683,532883,133745,288194,16187,16704,32975,30123,39430,53682,36011,40256,10194,12632
2012,PA,13,715961,343755,372206,549900,46.7,715961,468902,142970,63346,80684,488935,95201,60429,46314,102571,94297,99485,49035,36795,526781,106752,268325,20815,14507,28089,28500,34275,49139,32981,34948,11919,13152
2012,PA,14,711042,340793,370249,587009,56.4,711042,515339,165137,23876,13604,498896,86720,64285,63850,113055,77205,97680,50661,47454,549930,112841,317354,34099,22176,42663,39178,46891,55430,33232,27359,9005,7321
2012,PA,15,707651,344884,362767,551317,45.6,707651,603189,43232,21188,98976,479824,78740,51474,48947,84599,88445,102503,50668,39707,517236,113902,269749,14097,12854,27198,29340,38786,54668,37922,33715,11355,9814
2012,PA,16,707348,345813,361535,527659,58.3,707348,588276,59002,15433,122131,457165,73529,37232,47817,84287,85980,98712,45458,39409,495702,103319,257915,16343,13128,27920,28215,40930,47410,35463,30049,10703,7754
2012,PA,17,707168,347209,359959,562598,46.3,707168,624722,53600,14320,54654,493862,59816,35956,47445,80915,85390,105540,51577,46934,530520,123506,272920,17788,20609,33733,30373,42464,51777,35149,28237,7664,5126
2012,PA,18,703959,342498,361461,565321,52.7,703959,660367,22455,16274,9186,512673,109431,61973,35607,76070,88614,110208,55997,51022,540812,130762,288920,14032,12430,29253,29736,38585,56871,39986,40351,15277,12399
2012,PA,2,712760,330535,382225,567821,52.5,712760,218076,433924,39440,42329,458872,76860,75400,76218,118629,78261,87565,43018,37596,518322,93803,276753,45233,23467,36975,31375,31610,40537,21762,21384,9545,14865
2012,PA,3,703111,345150,357961,551909,47.2,703111,645988,41485,8483,13431,484588,73447,37092,44926,77885,83674,104154,53418,44619,519146,120838,281889,22268,17698,36100,32369,43979,53535,33366,27755,8143,6676
2012,PA,4,712526,351737,360789,550498,49.3,712526,610748,65021,15516,47483,487951,74805,44646,42825,84904,93151,107223,51786,43582,521030,107305,274634,15241,10780,28800,28447,41052,53405,40091,37703,11299,7816
2012,PA,5,704058,358293,345765,569392,64.1,704058,660711,21334,12713,12819,469594,62371,41732,70342,78262,80732,99087,50786,45562,522862,115165,275564,21440,16960,36617,33425,41102,54058,33790,26413,6227,5532
2012,PA,6,720487,349589,370898,555569,49.1,720487,635727,34210,34357,39872,492213,124346,76871,41920,85351,93019,112569,51545,43155,525710,106574,270332,11029,9491,20182,19187,29099,51343,37600,47189,22091,23121
2012,PA,7,717111,353991,363120,554618,41.4,717111,632427,47015,32502,20338,490697,116984,84113,42582,76953,87311,114748,56020,41689,522802,113976,260907,9317,8051,20091,19600,28349,44199,34642,48898,23132,24628
2012,PA,8,710932,348956,361976,551965,38.8,710932,633462,32392,36149,30671,497310,112720,67723,38238,76662,90296,119768,58607,42521,528865,109456,261404,9521,7687,18572,17705,29578,45194,38613,50402,21930,22202
2012,PA,9,708137,347022,361115,559519,55.6,708137,668506,28771,5243,13606,490328,53452,30017,48475,77466,85817,99584,53980,44881,527467,128600,279385,21421,19804,36959,33965,41712,58799,30644,25852,6251,3978
2012,PR,1,3667084,1757273,1909811,2817723,,3667084,2536665,734636,16646,3631408,,,,268787,456664,476239,479067,216295,221838,2643624,582034,1263694,366044,143490,241134,155138,154270,115660,43747,26937,10535,6739
2012,RI,1,533705,258933,274772,417612,49.0,533705,420815,57760,18664,81592,358158,65231,46605,42661,69466,65780,76469,34687,30494,390719,81262,209649,18469,14886,22761,21227,26335,37110,24015,25575,9193,10078
